;ID_CLIENT;DEPENDANTS;CHILD_TOTAL;PERSONAL_INCOME;LOAN_NUM_TOTAL;LOAN_NUM_CLOSED;GENDER;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;AGE;AGREEMENT_RK;TARGET
76;106804736;1;1;7000.0;1;0;1;1;0;23;59973701;0
77;106816512;0;0;9000.0;1;0;1;1;0;23;67321747;0
78;106812357;1;1;15000.0;1;0;1;1;0;40;64471913;0
79;106806593;3;3;11000.0;1;1;1;1;0;36;61231849;0
80;106811597;1;1;15000.0;1;0;0;1;0;23;63986090;0
81;106808617;0;1;25000.0;1;0;1;1;0;40;62024184;0
82;106814760;0;0;8500.0;3;3;0;0;1;61;66760003;0
83;106812381;0;0;9000.0;2;0;0;1;0;48;64551242;0
84;106807036;0;0;5000.0;1;0;1;1;0;52;61316755;0
85;106810826;1;1;40000.0;1;0;0;1;0;41;63094088;0
86;106816112;1;2;30000.0;2;2;1;1;0;44;67173594;1
87;106810415;3;3;8000.0;1;0;1;1;0;36;62799248;0
88;106810352;2;3;12000.0;1;0;0;1;0;42;62776533;0
89;106806638;1;0;14000.0;1;0;1;1;0;22;61236972;1
90;106805151;0;2;17000.0;1;0;1;1;0;49;60106019;0
91;106810466;2;2;5000.0;1;0;1;1;0;39;62809362;0
92;106806423;1;1;25000.0;1;0;0;1;0;41;61151593;0
93;106817975;0;2;6000.0;1;1;1;0;1;63;74190360;0
94;106808611;1;1;15000.0;1;0;1;1;0;33;62023684;0
95;106805994;1;1;16000.0;1;1;0;1;0;38;61079700;0
96;106817206;1;1;10000.0;1;1;1;1;0;29;72285109;0
97;106817423;1;1;8000.0;2;1;1;1;0;49;73827016;0
98;106807204;0;2;6000.0;1;0;1;1;0;50;61372316;0
99;106804641;0;0;12000.0;1;1;0;1;0;48;59939829;0
100;106812737;2;2;11000.0;1;0;1;1;0;42;64839795;0
101;106812468;1;1;18000.0;1;0;0;1;0;39;64563165;0
102;106814189;0;0;17000.0;2;2;1;1;0;61;66524810;0
103;106805078;2;2;14000.0;1;0;1;1;0;42;60096783;0
104;106813497;0;0;10000.0;2;2;1;1;0;23;65482083;0
105;106818121;0;0;15000.0;4;4;1;1;0;28;74467755;0
106;106812203;0;0;30000.0;1;1;1;1;1;56;64445162;0
107;106814506;1;1;18000.0;1;1;1;1;0;28;66700908;0
108;106806141;1;1;25000.0;1;0;0;1;0;27;61110489;0
109;106818400;0;1;11000.0;3;2;1;1;0;46;74544319;0
110;106813016;1;1;15000.0;1;1;1;1;0;38;64995451;0
111;106812663;2;2;8700.0;1;0;1;1;0;35;64827687;0
112;106816718;1;1;20000.0;1;0;1;1;0;37;67421931;1
113;106819222;1;2;15000.0;2;2;0;1;0;49;75017098;0
114;106818069;3;3;40000.0;2;2;0;1;0;37;74460711;1
115;106805000;2;2;20000.0;1;0;1;1;0;36;60086903;0
116;106805886;0;2;12000.0;1;1;0;1;0;51;61054691;0
117;106817456;0;0;10000.0;1;0;1;1;0;47;73830243;1
118;106819251;0;0;20000.0;1;1;1;1;0;46;75021931;0
119;106810057;1;1;55000.0;1;0;1;1;0;28;62590815;1
120;106805706;0;2;20000.0;1;1;1;1;0;53;60465966;0
121;106814104;1;1;9000.0;2;2;0;1;0;26;66420656;0
122;106814865;0;4;14000.0;2;2;0;1;0;61;66773911;1
123;106805710;0;2;7000.0;1;0;1;1;0;48;60466295;0
124;106806150;1;1;16000.0;1;0;1;1;0;30;61111863;0
125;106812901;0;1;20000.0;1;0;0;1;0;22;64898724;1
126;106806620;0;2;8000.0;1;1;1;1;0;53;61235487;0
127;106806921;0;1;11500.0;1;1;1;1;0;56;61299664;0
128;106810642;0;2;8000.0;1;0;0;1;0;54;62994403;0
129;106816522;1;1;35000.0;1;0;0;1;0;40;67322945;0
130;106816762;0;1;9000.0;1;0;0;0;1;56;67426389;0
131;106806936;0;0;9000.0;1;1;1;1;0;46;61302471;0
132;106806424;0;0;15000.0;1;0;1;1;0;52;61151598;0
133;106809188;2;2;12000.0;1;0;0;1;0;32;62185166;1
134;106812564;0;1;7000.0;1;1;0;0;1;59;64592177;0
135;106816934;1;1;17000.0;2;2;0;1;0;35;67533565;0
136;106806610;0;0;8000.0;1;0;0;1;0;26;61234815;0
137;106817951;1;1;11000.0;3;2;0;1;0;39;74187392;0
138;106819061;2;3;20000.0;2;1;1;1;0;40;74984325;0
139;106804671;0;3;7000.0;1;1;0;1;0;57;59963388;0
140;106814172;1;1;20000.0;2;2;1;1;0;60;66521201;0
141;106815073;0;0;8600.0;3;2;1;1;0;45;66849149;0
142;106811912;2;2;45000.0;1;0;0;1;0;40;64359123;0
143;106810012;0;1;8000.0;1;1;0;1;0;38;62508107;0
144;106807427;0;0;15000.0;1;0;0;1;0;22;61428784;0
145;106816469;0;3;12000.0;2;1;0;1;0;49;67316365;0
146;106811299;0;1;8500.0;3;2;1;0;1;53;63810875;1
147;106815334;0;1;15000.0;1;0;1;1;0;40;66913678;0
148;106814297;0;3;17000.0;3;3;0;1;0;57;66584918;0
149;106811711;0;0;21000.0;1;1;0;1;0;34;64003837;0
150;106811459;0;1;6000.0;1;0;1;1;1;56;63911375;1
151;106812144;2;2;15000.0;1;0;1;1;0;32;64437168;0
152;106817687;0;0;7000.0;1;0;1;1;0;23;74016494;0
153;106816836;0;0;11000.0;1;0;1;0;1;54;67435863;0
154;106811316;1;1;6000.0;1;0;1;1;0;33;63891476;0
155;106815752;2;1;14000.0;4;4;0;1;0;33;67083166;0
156;106807891;0;0;12000.0;1;1;0;1;0;23;61537559;0
157;106811188;1;1;20000.0;1;1;0;1;0;34;63604196;0
158;106811365;0;2;6000.0;1;0;1;0;1;64;63898906;0
159;106814610;2;2;20000.0;3;2;1;1;0;37;66741910;0
160;106808509;0;3;12000.0;1;0;1;1;0;44;61974001;0
161;106814770;1;1;16000.0;2;2;0;1;0;26;66761419;0
162;106816257;2;2;10000.0;2;2;1;1;0;43;67217992;0
163;106807162;0;1;15000.0;1;0;1;1;0;49;61367683;0
164;106809388;0;1;10000.0;2;0;1;1;0;44;62255169;0
165;106810894;0;0;15000.0;1;0;1;1;0;60;63273839;0
166;106819572;1;1;10000.0;1;0;1;1;0;34;75289228;0
167;106811545;0;0;10000.0;1;0;1;1;0;53;63922027;0
168;106818441;0;3;14000.0;3;3;1;1;0;56;74551521;0
169;106811966;1;2;7000.0;1;0;1;1;0;49;64367877;0
170;106804872;0;0;30000.0;1;1;1;1;0;49;60051963;1
171;106808107;1;2;11000.0;1;0;1;0;1;34;61872969;0
172;106814604;2;4;9340.0;3;3;1;1;0;41;66741232;1
173;106813879;0;0;13000.0;1;0;1;1;0;26;66199923;0
174;106805418;0;1;13000.0;1;0;1;1;0;40;60389929;0
175;106810698;1;2;7500.0;1;0;1;1;0;42;63001854;0
176;106806410;1;1;7000.0;1;0;1;1;0;37;61149628;0
177;106819399;1;1;7800.0;1;0;1;1;0;38;75202163;0
178;106808678;1;1;7000.0;1;0;1;1;0;45;62032105;0
179;106816860;0;2;8200.0;2;1;1;1;0;49;67438464;0
180;106808318;1;1;6700.0;1;1;1;1;0;39;61938570;0
181;106807648;1;1;80000.0;2;1;1;1;0;36;61466005;0
182;106812981;0;2;15000.0;1;0;0;1;0;42;64912588;1
183;106811153;1;1;10000.0;1;0;0;1;0;29;63599601;0
184;106812821;0;2;20000.0;1;0;1;1;0;45;64886008;0
185;106815764;0;2;14000.0;1;1;1;1;0;51;67084430;0
186;106804942;0;0;13000.0;1;1;1;1;0;56;60059563;0
187;106818206;1;1;16000.0;1;0;0;1;0;33;74481609;0
188;106806144;0;0;15000.0;1;0;1;1;0;24;61111134;0
189;106806912;2;2;22000.0;1;0;0;1;0;46;61298098;1
190;106806985;1;1;30000.0;1;0;0;1;0;39;61309526;0
191;106804943;1;2;25000.0;1;0;0;1;0;49;60059582;0
192;106817836;0;0;7000.0;1;0;1;1;0;49;74041324;0
193;106810703;0;2;20000.0;1;0;0;1;1;49;63002506;0
194;106817121;1;1;16000.0;1;0;0;1;0;26;72272351;0
195;106816701;0;0;8000.0;1;0;0;0;1;61;67419243;0
196;106805154;1;1;22000.0;1;0;0;1;0;42;60106578;0
197;106815682;0;1;15000.0;3;2;1;1;0;39;67070426;0
198;106809017;0;1;20000.0;1;0;1;1;0;52;62141879;0
199;106814257;1;1;11000.0;2;2;1;1;0;38;66534703;0
200;106807824;1;1;9000.0;1;1;1;1;0;49;61530018;0
201;106811535;2;2;12800.0;1;0;1;0;1;51;63921231;0
202;106807897;0;2;7000.0;1;0;1;1;0;60;61538643;1
203;106818469;1;1;10500.0;2;2;1;1;0;42;74555752;0
204;106813047;0;3;7000.0;1;0;1;0;1;57;65201789;0
205;106806507;1;2;20000.0;1;0;1;1;0;41;61164289;0
206;106807479;1;2;8000.0;3;1;1;1;0;47;61438860;0
207;106810173;1;1;12000.0;1;1;1;1;0;34;62605205;1
208;106811844;2;2;5500.0;1;0;1;1;0;32;64346113;0
209;106818038;0;2;30000.0;1;0;1;1;0;38;74274221;1
210;106813576;1;1;8000.0;1;1;1;1;0;26;65501297;0
211;106814176;1;1;18000.0;4;4;0;1;0;39;66521740;0
212;106816468;1;1;25000.0;1;0;0;1;0;35;67316223;0
213;106806285;0;1;24000.0;1;1;0;1;0;37;61127390;0
214;106813641;0;0;10500.0;1;1;1;1;0;22;66077870;0
215;106815192;0;2;7000.0;2;1;0;0;1;61;66895275;0
216;106807907;3;3;16000.0;1;1;0;1;0;36;61540822;0
217;106816937;1;1;9000.0;2;1;1;1;0;27;67533844;0
218;106807763;0;1;15000.0;1;0;0;1;0;43;61522740;0
219;106817923;2;4;6000.0;3;3;1;1;0;60;74181771;0
220;106805360;2;2;9000.0;1;0;1;1;0;38;60383583;0
221;106807710;0;2;15000.0;1;0;1;1;0;42;61517342;0
222;106811945;0;0;30000.0;1;0;0;1;0;23;64363709;1
223;106815074;1;1;15000.0;3;3;0;1;0;31;66849191;0
224;106819484;0;0;6000.0;3;3;1;0;1;63;75276828;0
225;106806435;1;1;15000.0;1;0;1;1;0;27;61153739;1
226;106816256;1;1;18000.0;3;3;1;1;0;39;67217364;0
227;106810622;2;2;13000.0;1;0;1;1;0;43;62991727;0
228;106807369;0;2;5200.0;2;2;1;0;1;60;61420110;0
229;106807258;0;0;20000.0;1;0;1;1;0;33;61378216;0
230;106813160;0;1;6000.0;1;1;1;1;0;49;65227755;0
231;106804847;1;1;13000.0;1;0;0;1;0;26;60048649;0
232;106815457;1;1;12000.0;1;0;0;1;0;38;66964461;1
233;106812649;1;1;9000.0;1;0;1;1;0;27;64825946;1
234;106814855;1;1;15000.0;2;2;1;1;0;36;66772955;0
235;106816528;1;2;12000.0;1;0;1;1;0;42;67323570;0
236;106819046;0;0;12650.0;2;1;1;1;0;46;74982312;0
237;106808428;1;1;9000.0;1;1;0;1;0;27;61962648;0
238;106804662;0;0;40000.0;1;1;1;1;0;43;59961282;0
239;106805664;1;1;30000.0;1;0;0;1;0;30;60460976;1
240;106813489;0;0;10000.0;1;1;1;1;0;24;65480352;0
241;106812105;4;4;11500.0;1;0;0;1;0;41;64429925;0
242;106811601;0;0;6000.0;1;1;1;1;0;36;63986316;0
243;106811043;1;1;15000.0;1;0;0;1;0;42;63584839;1
244;106816726;0;3;30000.0;1;0;1;1;1;56;67423403;1
245;106817617;2;2;16000.0;1;0;0;1;0;30;73848706;0
246;106814333;0;1;7100.0;3;3;1;1;0;47;66591984;0
247;106809549;0;1;6000.0;1;0;1;1;0;53;62377524;0
248;106813747;1;1;8000.0;1;0;1;1;0;23;66158890;0
249;106806427;0;0;12000.0;1;0;0;1;0;43;61151983;0
250;106815913;1;1;29000.0;2;2;1;1;0;37;67148327;0
251;106805173;0;2;7000.0;1;0;1;1;0;55;60108759;0
252;106819485;2;2;13000.0;1;0;1;1;0;26;75277061;0
253;106807584;0;0;6500.0;2;2;1;0;1;58;61456826;0
254;106811926;1;1;9000.0;1;0;1;1;0;29;64361215;0
255;106814419;0;0;21000.0;1;0;1;1;0;26;66664448;1
256;106806287;4;4;5000.0;1;1;1;1;0;34;61128012;0
257;106808832;0;0;15000.0;1;0;0;1;0;24;62086372;1
258;106816926;0;2;10000.0;1;0;1;1;0;43;67530654;0
259;106814131;1;1;7800.0;2;2;1;1;0;37;66431039;0
260;106813440;0;0;14000.0;1;1;1;1;0;23;65419884;0
261;106809252;1;1;30000.0;1;0;0;1;0;45;62236119;0
262;106815857;0;2;12000.0;2;2;1;1;0;49;67140209;0
263;106817900;1;1;7000.0;1;0;1;1;0;37;74177264;0
264;106811162;0;0;15000.0;1;0;1;1;0;48;63600552;0
265;106809329;2;3;30000.0;2;0;0;1;0;42;62248078;0
266;106813096;2;0;11000.0;1;0;1;1;0;40;65207556;1
267;106806704;0;0;9330.0;1;0;1;1;1;56;61244479;0
268;106811749;1;1;16000.0;1;1;1;1;0;36;64279518;0
269;106806011;0;2;12000.0;1;1;1;1;0;53;61082604;0
270;106816492;1;1;18000.0;1;0;0;1;0;33;67319516;0
271;106816082;0;2;21000.0;3;3;1;1;1;54;67170275;0
272;106817069;0;2;12000.0;1;0;1;1;0;50;72263345;0
273;106813660;1;1;10000.0;1;1;1;1;0;25;66080261;0
274;106813384;1;1;7000.0;1;1;1;1;0;26;65413785;0
275;106808727;0;2;7850.0;1;0;1;1;0;42;62037803;0
276;106817416;1;1;20000.0;2;1;0;1;0;42;73826301;0
277;106807918;1;4;6700.0;1;0;1;1;1;54;61832441;0
278;106804475;0;0;10000.0;2;1;0;1;0;26;59923612;0
279;106813948;0;2;10000.0;3;3;1;1;0;54;66323676;0
280;106807280;0;0;15000.0;1;0;0;1;0;26;61381122;1
281;106816665;1;1;30000.0;7;6;0;1;0;33;67413927;0
282;106814037;1;1;12000.0;1;1;0;1;0;31;66405513;0
283;106813408;0;0;8000.0;2;2;1;1;0;25;65416756;0
284;106810700;0;3;17000.0;1;0;1;1;1;62;63001956;0
285;106805696;1;1;18000.0;1;1;1;1;0;29;60464401;0
286;106811489;1;3;13000.0;1;0;1;1;0;46;63915922;0
287;106817393;1;1;25000.0;1;1;0;1;0;33;73822653;0
288;106818948;0;0;15000.0;2;2;1;1;0;54;74947649;0
289;106810397;0;0;15000.0;1;0;0;0;1;54;62794114;0
290;106812249;0;0;18000.0;1;0;0;1;1;56;64455108;0
291;106806066;1;1;12000.0;1;1;0;1;0;42;61104584;0
292;106804493;1;1;35000.0;1;1;1;1;0;39;59925539;0
293;106810087;1;2;9000.0;1;0;1;1;0;42;62594920;0
294;106814266;1;1;17000.0;2;2;1;1;0;27;66536598;1
295;106809995;2;2;35000.0;1;1;1;1;0;39;62505743;0
296;106813009;1;2;20000.0;1;0;0;1;0;46;64915501;0
297;106809618;0;2;5000.0;1;0;1;0;1;59;62386987;0
298;106818963;0;0;20000.0;2;2;0;1;0;24;74952294;0
299;106805582;0;1;10000.0;1;0;1;1;1;56;60451886;0
300;106808627;0;0;6500.0;1;0;1;0;1;59;62025473;0
301;106815652;1;2;8000.0;3;2;1;1;0;47;67028464;0
302;106811168;1;1;35000.0;1;0;1;1;0;37;63601542;0
303;106813834;2;2;6500.0;1;0;1;1;0;23;66195988;0
304;106811177;0;2;6000.0;1;0;1;0;1;58;63602995;0
305;106817823;0;0;5000.0;2;1;1;1;0;32;74039205;0
306;106816343;2;2;10000.0;2;1;1;1;0;35;67228601;0
307;106814662;1;2;15000.0;2;2;0;1;0;45;66748130;0
308;106818816;1;1;30000.0;1;0;1;1;0;35;74835083;0
309;106806239;1;1;7000.0;1;1;0;1;0;47;61121711;0
310;106815426;2;2;10000.0;1;1;0;1;0;43;66925735;0
311;106811163;2;2;7000.0;1;1;0;1;0;26;63600601;0
312;106811301;0;2;12000.0;2;1;1;1;0;67;63813472;0
313;106812699;2;2;8500.0;1;0;0;1;0;44;64832999;0
314;106812569;2;2;10000.0;1;1;1;1;0;33;64593619;0
315;106817792;0;1;4300.0;1;0;1;1;0;53;74033974;0
316;106809541;2;2;13200.0;1;0;0;1;0;40;62375991;0
317;106817359;1;1;15000.0;1;0;1;1;0;28;73816704;0
318;106808280;1;1;20000.0;2;1;1;1;0;52;61934183;0
319;106805499;1;1;15000.0;1;0;1;1;0;40;60442571;0
320;106817796;1;1;5000.0;2;1;1;1;0;44;74035080;0
321;106811727;2;2;20000.0;1;0;0;1;0;33;64276037;0
322;106804485;0;1;15000.0;1;1;0;1;0;44;59925110;0
323;106816041;1;1;10000.0;1;1;1;1;0;24;67165268;0
324;106807559;1;2;18000.0;1;1;0;1;0;46;61451918;0
325;106806024;0;2;25000.0;1;1;0;1;0;61;61099710;0
326;106811887;0;1;25000.0;1;0;1;1;1;53;64353970;0
327;106814927;0;0;13000.0;3;3;1;1;0;55;66781896;0
328;106815468;2;2;8000.0;1;0;0;1;0;35;66967312;0
329;106818059;2;2;25000.0;1;0;1;1;0;34;74281522;0
330;106807914;0;0;16000.0;1;1;0;1;0;22;61832255;0
331;106817158;1;1;10000.0;1;0;0;1;0;33;72279205;1
332;106806853;0;0;8000.0;1;0;1;1;0;54;61290106;0
333;106807155;2;2;16000.0;2;1;0;1;0;49;61366540;0
334;106811417;0;0;15000.0;1;0;0;1;0;23;63907163;1
335;106810294;2;2;11000.0;1;0;1;1;0;35;62624047;0
336;106804945;0;0;10000.0;2;1;1;1;0;45;60059705;0
337;106807902;0;0;15000.0;1;0;0;1;0;28;61539417;0
338;106817055;0;0;12000.0;1;0;1;1;0;22;72260930;0
339;106811415;0;0;5000.0;1;0;1;0;1;61;63907021;0
340;106806336;1;2;30000.0;1;1;1;1;0;48;61139557;0
341;106805458;1;1;10000.0;1;0;1;1;0;39;60397606;0
342;106805322;0;0;9500.0;1;0;0;1;0;32;60379339;0
343;106808132;2;2;7000.0;1;1;1;1;0;36;61916582;0
344;106812410;1;2;8500.0;1;0;1;1;0;38;64554862;0
345;106815392;2;2;12000.0;1;0;1;1;0;28;66920725;0
346;106806131;0;0;15000.0;1;1;1;1;0;27;61109861;0
347;106818726;0;0;17000.0;3;3;1;1;0;31;74817798;0
348;106809364;0;0;8000.0;1;0;0;0;1;64;62251874;0
349;106807086;0;0;20000.0;1;1;1;1;0;28;61357184;1
350;106807286;0;6;5200.0;2;1;1;0;1;60;61382118;0
351;106815851;0;1;13000.0;1;1;1;1;0;43;67139640;0
352;106810332;0;0;18000.0;1;0;1;1;0;27;62769451;0
353;106818052;0;1;34000.0;1;1;0;1;0;35;74279545;0
354;106816031;1;1;10000.0;3;1;1;1;0;22;67163936;0
355;106819193;0;1;7000.0;2;1;1;1;1;63;75006199;0
356;106806697;1;1;12000.0;1;0;0;1;0;44;61243750;0
357;106813201;0;0;5000.0;1;1;1;1;0;52;65241813;0
358;106816793;0;2;16000.0;2;1;1;1;0;51;67430113;0
359;106814004;0;0;8000.0;2;2;1;1;0;34;66332501;0
360;106817242;1;1;23000.0;1;0;1;1;0;25;72289574;0
361;106805855;0;0;10000.0;1;1;0;1;0;28;61047844;0
362;106818989;0;0;10000.0;4;4;1;1;0;59;74957512;0
363;106811164;1;1;25000.0;1;1;0;1;0;36;63600604;0
364;106815202;0;1;7000.0;1;0;0;1;0;42;66897742;0
365;106816173;0;2;10000.0;5;4;1;1;0;54;67205921;0
366;106806448;1;1;15000.0;1;0;0;1;0;37;61156071;1
367;106812109;1;1;5000.0;1;0;1;1;0;34;64431399;0
368;106814748;1;1;20000.0;3;3;0;1;0;41;66758603;0
369;106805864;0;0;15000.0;1;1;1;1;0;28;61049943;1
370;106805285;1;1;6000.0;1;0;1;1;0;37;60191052;0
371;106807215;0;0;7500.0;1;0;0;1;0;30;61373589;1
372;106806271;1;1;15000.0;1;1;0;1;0;38;61125296;0
373;106808445;1;1;8000.0;1;0;0;1;0;34;61963763;1
374;106814959;1;1;7000.0;2;2;1;1;0;27;66830429;0
375;106818804;0;0;15000.0;1;0;1;1;0;48;74832290;0
376;106817730;0;0;6000.0;1;1;1;1;0;22;74022444;0
377;106808811;0;1;4000.0;1;0;1;1;0;30;62082932;0
378;106815671;1;1;40000.0;1;1;0;1;0;30;67068628;0
379;106805079;2;2;29000.0;1;0;0;1;0;35;60096935;0
380;106812938;0;1;13000.0;1;0;1;1;0;55;64904574;0
381;106807965;2;2;6000.0;1;0;1;1;0;41;61838823;0
382;106811956;0;0;9000.0;1;0;1;1;1;54;64365785;0
383;106808046;1;1;15000.0;1;0;1;1;0;30;61850415;0
384;106814202;3;3;10000.0;2;2;0;1;0;36;66526955;0
385;106809955;0;0;13000.0;1;1;0;1;0;48;62501063;0
386;106805625;0;2;25000.0;1;0;1;1;0;40;60456876;1
387;106812962;1;1;14000.0;1;0;1;1;0;33;64909201;0
388;106812757;1;1;20000.0;1;0;0;1;0;32;64842766;0
389;106806935;0;0;5582.0;1;0;1;0;1;59;61302184;0
390;106814249;0;0;10000.0;2;2;1;1;0;50;66533416;1
391;106810614;0;0;11000.0;1;0;1;1;0;44;62990756;0
392;106805822;1;1;19000.0;2;1;1;1;0;47;61030680;0
393;106814633;0;2;10500.0;3;2;1;1;0;60;66745598;0
394;106806322;1;1;20000.0;1;1;0;1;0;38;61132394;1
395;106816566;0;0;16000.0;1;0;0;1;0;40;67329643;0
396;106813129;1;1;25000.0;1;0;0;1;0;29;65217809;0
397;106811314;0;1;18000.0;1;0;0;1;0;28;63891395;0
398;106809774;0;0;19000.0;1;0;0;1;0;56;62445027;0
399;106809031;2;2;20000.0;1;0;1;1;0;33;62143669;0
400;106812574;0;0;15000.0;2;1;0;1;0;22;64594349;1
401;106812254;2;2;14000.0;1;0;1;1;0;42;64456185;0
402;106817634;0;4;16000.0;2;1;1;1;0;51;73850417;0
403;106810052;0;1;10000.0;1;0;0;1;0;48;62590364;0
404;106807928;0;2;10000.0;1;0;1;1;1;49;61833272;0
405;106808969;0;2;13000.0;1;0;0;1;0;61;62136452;0
406;106809855;0;0;6000.0;1;1;1;0;1;48;62487752;0
407;106816222;0;2;18000.0;2;2;0;1;0;47;67212866;0
408;106815472;1;1;12000.0;1;0;1;1;0;27;66968607;1
409;106808096;1;3;10000.0;1;0;1;1;0;51;61866577;1
410;106808887;1;1;40000.0;1;0;1;1;0;43;62094383;0
411;106807985;1;1;5400.0;1;0;1;0;1;40;61841922;0
412;106817976;0;3;10000.0;4;3;1;1;0;56;74190441;0
413;106809027;0;0;18000.0;1;0;1;1;0;46;62142972;0
414;106805072;3;3;25000.0;1;0;0;1;0;39;60095959;0
415;106808983;1;1;10000.0;1;0;1;1;0;44;62138885;0
